hash Default $G^1_4$ $G^1_5$ 
0.49125 0.948621685373 0.984317126815 0.985393559735
0.4915 0.9491044445 0.985178622967 0.986306277724
0.49175 0.949587203627 0.986040141524 0.987219026012
0.492 0.950069962755 0.986901681767 0.988131803566
0.49225 0.950552721882 0.987763242508 0.989044608921
0.4925 0.95103548101 0.988624823042 0.989957441061
0.49275 0.951518240137 0.989486422271 0.990870298565
0.493 0.952000999264 0.990348039424 0.991783180335
0.49325 0.952483758392 0.991209673416 0.99269608501
0.4935 0.952966517519 0.992071323411 0.993609011447
0.49375 0.953449276647 0.992932988409 0.99452195832
0.494 0.953932035774 0.993794667604 0.995434924499
0.49425 0.954414794902 0.994656359834 0.996347908554
0.4945 0.954897554029 0.995518064406 0.997260909455
0.49475 0.955380313156 0.996379780194 0.998173925787
0.495 0.955863072284 0.997241506386 0.999086956385

